Affected Legal Good,Month,Value,City
Libertad y Seguridad Sexual,2018-05,24,Escobedo
Libertad y Seguridad Sexual,2018-06,19,Escobedo
Libertad y Seguridad Sexual,2018-07,15,Escobedo
Libertad y Seguridad Sexual,2018-08,18,Escobedo
Libertad y Seguridad Sexual,2018-09,18,Escobedo
Libertad y Seguridad Sexual,2018-10,22,Escobedo
Libertad y Seguridad Sexual,2018-11,15,Escobedo
Libertad y Seguridad Sexual,2018-12,24,Escobedo
Libertad y Seguridad Sexual,2019-01,12,Escobedo
Libertad y Seguridad Sexual,2019-02,32,Escobedo
Libertad y Seguridad Sexual,2019-03,18,Escobedo
Libertad y Seguridad Sexual,2019-04,33,Escobedo
Libertad y Seguridad Sexual,2019-05,28,Escobedo
Libertad y Seguridad Sexual,2019-06,29,Escobedo
Libertad y Seguridad Sexual,2019-07,20,Escobedo
Libertad y Seguridad Sexual,2019-08,26,Escobedo
Libertad y Seguridad Sexual,2019-09,28,Escobedo
Libertad y Seguridad Sexual,2019-10,28,Escobedo
Libertad y Seguridad Sexual,2019-11,22,Escobedo
Libertad y Seguridad Sexual,2019-12,16,Escobedo
Libertad y Seguridad Sexual,2020-01,20,Escobedo
Libertad y Seguridad Sexual,2020-02,23,Escobedo
Libertad y Seguridad Sexual,2020-03,32,Escobedo
Libertad y Seguridad Sexual,2020-04,23,Escobedo
Libertad y Seguridad Sexual,2020-05,28,Escobedo
Libertad y Seguridad Sexual,2020-06,26,Escobedo
Libertad y Seguridad Sexual,2020-07,22,Escobedo
Libertad y Seguridad Sexual,2020-08,34,Escobedo
Libertad y Seguridad Sexual,2020-09,21,Escobedo
Libertad y Seguridad Sexual,2020-10,23,Escobedo
Libertad y Seguridad Sexual,2020-11,24,Escobedo
Libertad y Seguridad Sexual,2020-12,28,Escobedo
Libertad y Seguridad Sexual,2021-01,22,Escobedo
Libertad y Seguridad Sexual,2021-02,22,Escobedo
Libertad y Seguridad Sexual,2021-03,42,Escobedo
Libertad y Seguridad Sexual,2021-04,31,Escobedo
Libertad y Seguridad Sexual,2021-05,42,Escobedo
Libertad y Seguridad Sexual,2021-06,39,Escobedo
Libertad y Seguridad Sexual,2021-07,41,Escobedo
Libertad y Seguridad Sexual,2021-08,32,Escobedo
Libertad y Seguridad Sexual,2021-09,33,Escobedo
Libertad y Seguridad Sexual,2021-10,41,Escobedo
Libertad y Seguridad Sexual,2021-11,29,Escobedo
Libertad y Seguridad Sexual,2021-12,36,Escobedo
Libertad y Seguridad Sexual,2022-01,19,Escobedo
Libertad y Seguridad Sexual,2022-02,26,Escobedo
Libertad y Seguridad Sexual,2022-03,40,Escobedo
Libertad y Seguridad Sexual,2022-04,38,Escobedo
Libertad y Seguridad Sexual,2022-05,47,Escobedo
Libertad y Seguridad Sexual,2022-06,37,Escobedo
Libertad y Seguridad Sexual,2022-07,28,Escobedo
Libertad y Seguridad Sexual,2022-08,49,Escobedo
Libertad y Seguridad Sexual,2022-09,37,Escobedo
Libertad y Seguridad Sexual,2022-10,34,Escobedo
Libertad y Seguridad Sexual,2022-11,24,Escobedo
Libertad y Seguridad Sexual,2022-12,30,Escobedo
Sociedad,2015-01,0,Escobedo
Sociedad,2015-02,0,Escobedo
Sociedad,2015-03,0,Escobedo
Sociedad,2015-04,1,Escobedo
Sociedad,2015-05,0,Escobedo
Sociedad,2015-06,3,Escobedo
Sociedad,2015-07,3,Escobedo
Sociedad,2015-08,1,Escobedo
Sociedad,2015-09,1,Escobedo
Sociedad,2015-10,0,Escobedo
Sociedad,2015-11,2,Escobedo
Sociedad,2015-12,3,Escobedo
Sociedad,2016-01,1,Escobedo
Sociedad,2016-02,2,Escobedo
Sociedad,2016-03,2,Escobedo
Sociedad,2016-04,3,Escobedo
Sociedad,2016-05,3,Escobedo
Sociedad,2016-06,2,Escobedo
Sociedad,2016-07,0,Escobedo
Sociedad,2016-08,1,Escobedo
Sociedad,2016-09,1,Escobedo
Sociedad,2016-10,0,Escobedo
Sociedad,2016-11,2,Escobedo
Sociedad,2016-12,1,Escobedo
Sociedad,2017-01,2,Escobedo
Sociedad,2017-02,0,Escobedo
Sociedad,2017-03,0,Escobedo
Sociedad,2017-04,0,Escobedo
Sociedad,2017-05,2,Escobedo
Sociedad,2017-06,1,Escobedo
Sociedad,2017-07,4,Escobedo
Sociedad,2017-08,1,Escobedo
Sociedad,2017-09,3,Escobedo
Sociedad,2017-10,1,Escobedo
Sociedad,2017-11,1,Escobedo
Sociedad,2017-12,0,Escobedo
Sociedad,2018-01,0,Escobedo
Sociedad,2018-02,1,Escobedo
Sociedad,2018-03,0,Escobedo
Sociedad,2018-04,2,Escobedo
Sociedad,2018-05,1,Escobedo
Sociedad,2018-06,1,Escobedo
Sociedad,2018-07,2,Escobedo
Sociedad,2018-08,1,Escobedo
Sociedad,2018-09,1,Escobedo
Sociedad,2018-10,1,Escobedo
Sociedad,2018-11,0,Escobedo
Sociedad,2018-12,1,Escobedo
Sociedad,2019-01,2,Escobedo
Sociedad,2019-02,1,Escobedo
Sociedad,2019-03,0,Escobedo
Sociedad,2019-04,2,Escobedo
Sociedad,2019-05,3,Escobedo
Sociedad,2019-06,1,Escobedo
Sociedad,2019-07,1,Escobedo
Sociedad,2019-08,1,Escobedo
Sociedad,2019-09,1,Escobedo
Sociedad,2019-10,0,Escobedo
Sociedad,2019-11,0,Escobedo
Sociedad,2019-12,1,Escobedo
Sociedad,2020-01,1,Escobedo
Sociedad,2020-02,0,Escobedo
Sociedad,2020-03,1,Escobedo
Sociedad,2020-04,0,Escobedo
Sociedad,2020-05,4,Escobedo
Sociedad,2020-06,1,Escobedo
Sociedad,2020-07,2,Escobedo
Sociedad,2020-08,0,Escobedo
Sociedad,2020-09,2,Escobedo
Sociedad,2020-10,1,Escobedo
Sociedad,2020-11,0,Escobedo
Sociedad,2020-12,0,Escobedo
Sociedad,2021-01,1,Escobedo
Sociedad,2021-02,0,Escobedo
Sociedad,2021-03,4,Escobedo
Sociedad,2021-04,3,Escobedo
Sociedad,2021-05,3,Escobedo
Sociedad,2021-06,1,Escobedo
Sociedad,2021-07,1,Escobedo
Sociedad,2021-08,4,Escobedo
Sociedad,2021-09,1,Escobedo
Sociedad,2021-10,2,Escobedo
Sociedad,2021-11,1,Escobedo
Sociedad,2021-12,1,Escobedo
Sociedad,2022-01,1,Escobedo
Sociedad,2022-02,0,Escobedo
Sociedad,2022-03,4,Escobedo
Sociedad,2022-04,2,Escobedo
Sociedad,2022-05,3,Escobedo
Sociedad,2022-06,1,Escobedo
Sociedad,2022-07,0,Escobedo
Sociedad,2022-08,1,Escobedo
Sociedad,2022-09,6,Escobedo
Sociedad,2022-10,2,Escobedo
Sociedad,2022-11,2,Escobedo
Sociedad,2022-12,2,Escobedo
Vida e Integridad Corporal,2015-01,45,Escobedo
Vida e Integridad Corporal,2015-02,47,Escobedo
Vida e Integridad Corporal,2015-03,58,Escobedo
Vida e Integridad Corporal,2015-04,71,Escobedo
Vida e Integridad Corporal,2015-05,64,Escobedo
Vida e Integridad Corporal,2015-06,60,Escobedo
Vida e Integridad Corporal,2015-07,59,Escobedo
Vida e Integridad Corporal,2015-08,55,Escobedo
Vida e Integridad Corporal,2015-09,47,Escobedo
Vida e Integridad Corporal,2015-10,70,Escobedo
Vida e Integridad Corporal,2015-11,71,Escobedo
Vida e Integridad Corporal,2015-12,37,Escobedo
Vida e Integridad Corporal,2016-01,45,Escobedo
Vida e Integridad Corporal,2016-02,41,Escobedo
Vida e Integridad Corporal,2016-03,46,Escobedo
Vida e Integridad Corporal,2016-04,54,Escobedo
Vida e Integridad Corporal,2016-05,38,Escobedo
Vida e Integridad Corporal,2016-06,85,Escobedo
Vida e Integridad Corporal,2016-07,78,Escobedo
Vida e Integridad Corporal,2016-08,77,Escobedo
Vida e Integridad Corporal,2016-09,64,Escobedo
Vida e Integridad Corporal,2016-10,65,Escobedo
Vida e Integridad Corporal,2016-11,60,Escobedo
Vida e Integridad Corporal,2016-12,70,Escobedo
Vida e Integridad Corporal,2017-01,51,Escobedo
Vida e Integridad Corporal,2017-02,47,Escobedo
Vida e Integridad Corporal,2017-03,77,Escobedo
Vida e Integridad Corporal,2017-04,55,Escobedo
Vida e Integridad Corporal,2017-05,97,Escobedo
Vida e Integridad Corporal,2017-06,97,Escobedo
Vida e Integridad Corporal,2017-07,65,Escobedo
Vida e Integridad Corporal,2017-08,60,Escobedo
Vida e Integridad Corporal,2017-09,56,Escobedo
Vida e Integridad Corporal,2017-10,63,Escobedo
Vida e Integridad Corporal,2017-11,65,Escobedo
Vida e Integridad Corporal,2017-12,44,Escobedo
Vida e Integridad Corporal,2018-01,47,Escobedo
Vida e Integridad Corporal,2018-02,60,Escobedo
Vida e Integridad Corporal,2018-03,65,Escobedo
Vida e Integridad Corporal,2018-04,73,Escobedo
Vida e Integridad Corporal,2018-05,79,Escobedo
Vida e Integridad Corporal,2018-06,81,Escobedo
Vida e Integridad Corporal,2018-07,74,Escobedo
Vida e Integridad Corporal,2018-08,84,Escobedo
Vida e Integridad Corporal,2018-09,82,Escobedo
Vida e Integridad Corporal,2018-10,55,Escobedo
Vida e Integridad Corporal,2018-11,70,Escobedo
Vida e Integridad Corporal,2018-12,71,Escobedo
Vida e Integridad Corporal,2019-01,40,Escobedo
Vida e Integridad Corporal,2019-02,29,Escobedo
Vida e Integridad Corporal,2019-03,55,Escobedo
Vida e Integridad Corporal,2019-04,38,Escobedo
Vida e Integridad Corporal,2019-05,47,Escobedo
Vida e Integridad Corporal,2019-06,59,Escobedo
Vida e Integridad Corporal,2019-07,58,Escobedo
Vida e Integridad Corporal,2019-08,54,Escobedo
Vida e Integridad Corporal,2019-09,46,Escobedo
Vida e Integridad Corporal,2019-10,50,Escobedo
Vida e Integridad Corporal,2019-11,49,Escobedo
Vida e Integridad Corporal,2019-12,46,Escobedo
Vida e Integridad Corporal,2020-01,41,Escobedo
Vida e Integridad Corporal,2020-02,65,Escobedo
Vida e Integridad Corporal,2020-03,43,Escobedo
Vida e Integridad Corporal,2020-04,54,Escobedo
Vida e Integridad Corporal,2020-05,27,Escobedo
Vida e Integridad Corporal,2020-06,51,Escobedo
Vida e Integridad Corporal,2020-07,42,Escobedo
Vida e Integridad Corporal,2020-08,43,Escobedo
Vida e Integridad Corporal,2020-09,36,Escobedo
Vida e Integridad Corporal,2020-10,61,Escobedo
Vida e Integridad Corporal,2020-11,50,Escobedo
Vida e Integridad Corporal,2020-12,60,Escobedo
Vida e Integridad Corporal,2021-01,37,Escobedo
Vida e Integridad Corporal,2021-02,45,Escobedo
Vida e Integridad Corporal,2021-03,59,Escobedo
Vida e Integridad Corporal,2021-04,43,Escobedo
Vida e Integridad Corporal,2021-05,77,Escobedo
Vida e Integridad Corporal,2021-06,59,Escobedo
Vida e Integridad Corporal,2021-07,64,Escobedo
Vida e Integridad Corporal,2021-08,85,Escobedo
Vida e Integridad Corporal,2021-09,70,Escobedo
Vida e Integridad Corporal,2021-10,49,Escobedo
Vida e Integridad Corporal,2021-11,67,Escobedo
Vida e Integridad Corporal,2021-12,64,Escobedo
Vida e Integridad Corporal,2022-01,76,Escobedo
Vida e Integridad Corporal,2022-02,52,Escobedo
Vida e Integridad Corporal,2022-03,67,Escobedo
Vida e Integridad Corporal,2022-04,61,Escobedo
Vida e Integridad Corporal,2022-05,56,Escobedo
Vida e Integridad Corporal,2022-06,77,Escobedo
Vida e Integridad Corporal,2022-07,61,Escobedo
Vida e Integridad Corporal,2022-08,86,Escobedo
Vida e Integridad Corporal,2022-09,91,Escobedo
Vida e Integridad Corporal,2022-10,67,Escobedo
Vida e Integridad Corporal,2022-11,58,Escobedo
Vida e Integridad Corporal,2022-12,89,Escobedo
Libertad Personal,2015-01,15,Escobedo
Libertad Personal,2015-02,12,Escobedo
Libertad Personal,2015-03,16,Escobedo
Libertad Personal,2015-04,13,Escobedo
Libertad Personal,2015-05,15,Escobedo
Libertad Personal,2015-06,11,Escobedo
Libertad Personal,2015-07,12,Escobedo
Libertad Personal,2015-08,14,Escobedo
Libertad Personal,2015-09,17,Escobedo
Libertad Personal,2015-10,20,Escobedo
Libertad Personal,2015-11,17,Escobedo
Libertad Personal,2015-12,17,Escobedo
Libertad Personal,2016-01,19,Escobedo
Libertad Personal,2016-02,7,Escobedo
Libertad Personal,2016-03,15,Escobedo
Libertad Personal,2016-04,16,Escobedo
Libertad Personal,2016-05,22,Escobedo
Libertad Personal,2016-06,18,Escobedo
Libertad Personal,2016-07,20,Escobedo
Libertad Personal,2016-08,16,Escobedo
Libertad Personal,2016-09,14,Escobedo
Libertad Personal,2016-10,13,Escobedo
Libertad Personal,2016-11,12,Escobedo
Libertad Personal,2016-12,9,Escobedo
Libertad Personal,2017-01,12,Escobedo
Libertad Personal,2017-02,22,Escobedo
Libertad Personal,2017-03,22,Escobedo
Libertad Personal,2017-04,12,Escobedo
Libertad Personal,2017-05,17,Escobedo
Libertad Personal,2017-06,19,Escobedo
Libertad Personal,2017-07,25,Escobedo
Libertad Personal,2017-08,26,Escobedo
Libertad Personal,2017-09,13,Escobedo
Libertad Personal,2017-10,13,Escobedo
Libertad Personal,2017-11,11,Escobedo
Libertad Personal,2017-12,10,Escobedo
Libertad Personal,2018-01,17,Escobedo
Libertad Personal,2018-02,14,Escobedo
Libertad Personal,2018-03,15,Escobedo
Libertad Personal,2018-04,13,Escobedo
Libertad Personal,2018-05,9,Escobedo
Libertad Personal,2018-06,13,Escobedo
Libertad Personal,2018-07,18,Escobedo
Libertad Personal,2018-08,28,Escobedo
Libertad Personal,2018-09,17,Escobedo
Libertad Personal,2018-10,20,Escobedo
Libertad Personal,2018-11,12,Escobedo
Libertad Personal,2018-12,9,Escobedo
Libertad Personal,2019-01,15,Escobedo
Libertad Personal,2019-02,12,Escobedo
Libertad Personal,2019-03,5,Escobedo
Libertad Personal,2019-04,18,Escobedo
Libertad Personal,2019-05,14,Escobedo
Libertad Personal,2019-06,14,Escobedo
Libertad Personal,2019-07,14,Escobedo
Libertad Personal,2019-08,14,Escobedo
Libertad Personal,2019-09,8,Escobedo
Libertad Personal,2019-10,19,Escobedo
Libertad Personal,2019-11,16,Escobedo
Libertad Personal,2019-12,9,Escobedo
Libertad Personal,2020-01,12,Escobedo
Libertad Personal,2020-02,12,Escobedo
Libertad Personal,2020-03,11,Escobedo
Libertad Personal,2020-04,11,Escobedo
Libertad Personal,2020-05,28,Escobedo
Libertad Personal,2020-06,15,Escobedo
Libertad Personal,2020-07,14,Escobedo
Libertad Personal,2020-08,15,Escobedo
Libertad Personal,2020-09,16,Escobedo
Libertad Personal,2020-10,18,Escobedo
Libertad Personal,2020-11,7,Escobedo
Libertad Personal,2020-12,13,Escobedo
Libertad Personal,2021-01,13,Escobedo
Libertad Personal,2021-02,15,Escobedo
Libertad Personal,2021-03,26,Escobedo
Libertad Personal,2021-04,22,Escobedo
Libertad Personal,2021-05,28,Escobedo
Libertad Personal,2021-06,24,Escobedo
Libertad Personal,2021-07,26,Escobedo
Libertad Personal,2021-08,23,Escobedo
Libertad Personal,2021-09,15,Escobedo
Libertad Personal,2021-10,17,Escobedo
Libertad Personal,2021-11,21,Escobedo
Libertad Personal,2021-12,19,Escobedo
Libertad Personal,2022-01,23,Escobedo
Libertad Personal,2022-02,14,Escobedo
Libertad Personal,2022-03,22,Escobedo
Libertad Personal,2022-04,21,Escobedo
Libertad Personal,2022-05,23,Escobedo
Libertad Personal,2022-06,10,Escobedo
Libertad Personal,2022-07,15,Escobedo
Libertad Personal,2022-08,31,Escobedo
Libertad Personal,2022-09,22,Escobedo
Libertad Personal,2022-10,28,Escobedo
Libertad Personal,2022-11,21,Escobedo
Libertad Personal,2022-12,14,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-01,42,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-02,38,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-03,57,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-04,48,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-05,61,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-06,43,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-07,42,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-08,31,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-09,48,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-10,59,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-11,44,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-12,62,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-01,29,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-02,35,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-03,37,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-04,40,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-05,51,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-06,88,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-07,94,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-08,119,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-09,76,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-10,87,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-11,56,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-12,64,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-01,71,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-02,53,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-03,74,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-04,72,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-05,113,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-06,120,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-07,126,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-08,85,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-09,67,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-10,102,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-11,84,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-12,82,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-01,67,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-02,66,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-03,73,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-04,79,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-05,74,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-06,86,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-07,97,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-08,89,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-09,93,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-10,81,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-11,80,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2018-12,84,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-01,63,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-02,72,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-03,56,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-04,79,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-05,66,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-06,79,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-07,61,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-08,62,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-09,83,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-10,80,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-11,53,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2019-12,82,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-01,60,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-02,107,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-03,59,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-04,35,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-05,65,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-06,80,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-07,57,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-08,86,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-09,95,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-10,114,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-11,86,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2020-12,83,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-01,53,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-02,69,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-03,142,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-04,99,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-05,84,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-06,99,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-07,82,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-08,99,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-09,114,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-10,143,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-11,128,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2021-12,105,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-01,130,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-02,107,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-03,98,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-04,122,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-05,101,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-06,82,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-07,103,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-08,142,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-09,141,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-10,131,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-11,125,Escobedo
Otros Bienes Jurídicos Afectados (Del Fuero Común),2022-12,91,Escobedo
Patrimonio,2015-01,311,Guadalupe
Patrimonio,2015-02,307,Guadalupe
Patrimonio,2015-03,280,Guadalupe
Patrimonio,2015-04,272,Guadalupe
Patrimonio,2015-05,284,Guadalupe
Patrimonio,2015-06,318,Guadalupe
Patrimonio,2015-07,333,Guadalupe
Patrimonio,2015-08,335,Guadalupe
Patrimonio,2015-09,397,Guadalupe
Patrimonio,2015-10,406,Guadalupe
Patrimonio,2015-11,323,Guadalupe
Patrimonio,2015-12,301,Guadalupe
Patrimonio,2016-01,240,Guadalupe
Patrimonio,2016-02,287,Guadalupe
Patrimonio,2016-03,369,Guadalupe
Patrimonio,2016-04,385,Guadalupe
Patrimonio,2016-05,330,Guadalupe
Patrimonio,2016-06,455,Guadalupe
Patrimonio,2016-07,395,Guadalupe
Patrimonio,2016-08,446,Guadalupe
Patrimonio,2016-09,353,Guadalupe
Patrimonio,2016-10,431,Guadalupe
Patrimonio,2016-11,485,Guadalupe
Patrimonio,2016-12,424,Guadalupe
Patrimonio,2017-01,393,Guadalupe
Patrimonio,2017-02,327,Guadalupe
Patrimonio,2017-03,378,Guadalupe
Patrimonio,2017-04,356,Guadalupe
Patrimonio,2017-05,369,Guadalupe
Patrimonio,2017-06,340,Guadalupe
Patrimonio,2017-07,318,Guadalupe
Patrimonio,2017-08,386,Guadalupe
Patrimonio,2017-09,408,Guadalupe
Patrimonio,2017-10,392,Guadalupe
Patrimonio,2017-11,341,Guadalupe
Patrimonio,2017-12,274,Guadalupe
Patrimonio,2018-01,292,Guadalupe
Patrimonio,2018-02,257,Guadalupe
Patrimonio,2018-03,348,Guadalupe
Patrimonio,2018-04,283,Guadalupe
Patrimonio,2018-05,292,Guadalupe
Patrimonio,2018-06,375,Guadalupe
Patrimonio,2018-07,326,Guadalupe
Patrimonio,2018-08,297,Guadalupe
Patrimonio,2018-09,307,Guadalupe
Patrimonio,2018-10,271,Guadalupe
Patrimonio,2018-11,281,Guadalupe
Patrimonio,2018-12,216,Guadalupe
Patrimonio,2019-01,325,Guadalupe
Patrimonio,2019-02,235,Guadalupe
Patrimonio,2019-03,238,Guadalupe
Patrimonio,2019-04,223,Guadalupe
Patrimonio,2019-05,250,Guadalupe
Patrimonio,2019-06,248,Guadalupe
Patrimonio,2019-07,251,Guadalupe
Patrimonio,2019-08,300,Guadalupe
Patrimonio,2019-09,313,Guadalupe
Patrimonio,2019-10,360,Guadalupe
Patrimonio,2019-11,273,Guadalupe
Patrimonio,2019-12,322,Guadalupe
Patrimonio,2020-01,322,Guadalupe
Patrimonio,2020-02,343,Guadalupe
Patrimonio,2020-03,352,Guadalupe
Patrimonio,2020-04,221,Guadalupe
Patrimonio,2020-05,209,Guadalupe
Patrimonio,2020-06,240,Guadalupe
Patrimonio,2020-07,231,Guadalupe
Patrimonio,2020-08,261,Guadalupe
Patrimonio,2020-09,336,Guadalupe
Patrimonio,2020-10,299,Guadalupe
Patrimonio,2020-11,375,Guadalupe
Patrimonio,2020-12,323,Guadalupe
Patrimonio,2021-01,218,Guadalupe
Patrimonio,2021-02,265,Guadalupe
Patrimonio,2021-03,269,Guadalupe
Patrimonio,2021-04,269,Guadalupe
Patrimonio,2021-05,276,Guadalupe
Patrimonio,2021-06,244,Guadalupe
Patrimonio,2021-07,269,Guadalupe
Patrimonio,2021-08,296,Guadalupe
Patrimonio,2021-09,240,Guadalupe
Patrimonio,2021-10,280,Guadalupe
Patrimonio,2021-11,380,Guadalupe
Patrimonio,2021-12,294,Guadalupe
Patrimonio,2022-01,281,Guadalupe
Patrimonio,2022-02,285,Guadalupe
Patrimonio,2022-03,300,Guadalupe
Patrimonio,2022-04,251,Guadalupe
Patrimonio,2022-05,343,Guadalupe
Patrimonio,2022-06,314,Guadalupe
Patrimonio,2022-07,288,Guadalupe
Patrimonio,2022-08,356,Guadalupe
Patrimonio,2022-09,352,Guadalupe
Patrimonio,2022-10,306,Guadalupe
Patrimonio,2022-11,336,Guadalupe
Patrimonio,2022-12,291,Guadalupe
Familia,2015-01,180,Guadalupe
Familia,2015-02,162,Guadalupe
Familia,2015-03,210,Guadalupe
Familia,2015-04,196,Guadalupe
Familia,2015-05,214,Guadalupe
Familia,2015-06,227,Guadalupe
Familia,2015-07,250,Guadalupe
Familia,2015-08,236,Guadalupe
Familia,2015-09,234,Guadalupe
Familia,2015-10,212,Guadalupe
Familia,2015-11,178,Guadalupe
Familia,2015-12,200,Guadalupe
