Affected Legal Good,Month,Value,City
Patrimonio,2015-01,189,Apodaca
Patrimonio,2015-02,238,Apodaca
Patrimonio,2015-03,203,Apodaca
Patrimonio,2015-04,196,Apodaca
Patrimonio,2015-05,212,Apodaca
Patrimonio,2015-06,190,Apodaca
Patrimonio,2015-07,197,Apodaca
Patrimonio,2015-08,205,Apodaca
Patrimonio,2015-09,208,Apodaca
Patrimonio,2015-10,230,Apodaca
Patrimonio,2015-11,204,Apodaca
Patrimonio,2015-12,168,Apodaca
Patrimonio,2016-01,204,Apodaca
Patrimonio,2016-02,189,Apodaca
Patrimonio,2016-03,189,Apodaca
Patrimonio,2016-04,194,Apodaca
Patrimonio,2016-05,208,Apodaca
Patrimonio,2016-06,236,Apodaca
Patrimonio,2016-07,219,Apodaca
Patrimonio,2016-08,256,Apodaca
Patrimonio,2016-09,212,Apodaca
Patrimonio,2016-10,232,Apodaca
Patrimonio,2016-11,171,Apodaca
Patrimonio,2016-12,290,Apodaca
Patrimonio,2017-01,270,Apodaca
Patrimonio,2017-02,284,Apodaca
Patrimonio,2017-03,272,Apodaca
Patrimonio,2017-04,289,Apodaca
Patrimonio,2017-05,254,Apodaca
Patrimonio,2017-06,214,Apodaca
Patrimonio,2017-07,249,Apodaca
Patrimonio,2017-08,301,Apodaca
Patrimonio,2017-09,269,Apodaca
Patrimonio,2017-10,281,Apodaca
Patrimonio,2017-11,307,Apodaca
Patrimonio,2017-12,218,Apodaca
Patrimonio,2018-01,256,Apodaca
Patrimonio,2018-02,305,Apodaca
Patrimonio,2018-03,229,Apodaca
Patrimonio,2018-04,224,Apodaca
Patrimonio,2018-05,254,Apodaca
Patrimonio,2018-06,273,Apodaca
Patrimonio,2018-07,249,Apodaca
Patrimonio,2018-08,248,Apodaca
Patrimonio,2018-09,222,Apodaca
Patrimonio,2018-10,212,Apodaca
Patrimonio,2018-11,188,Apodaca
Patrimonio,2018-12,245,Apodaca
Patrimonio,2019-01,133,Apodaca
Patrimonio,2019-02,212,Apodaca
Patrimonio,2019-03,197,Apodaca
Patrimonio,2019-04,201,Apodaca
Patrimonio,2019-05,223,Apodaca
Patrimonio,2019-06,274,Apodaca
Patrimonio,2019-07,212,Apodaca
Patrimonio,2019-08,205,Apodaca
Patrimonio,2019-09,155,Apodaca
Patrimonio,2019-10,211,Apodaca
Patrimonio,2019-11,184,Apodaca
Patrimonio,2019-12,203,Apodaca
Patrimonio,2020-01,238,Apodaca
Patrimonio,2020-02,358,Apodaca
Patrimonio,2020-03,209,Apodaca
Patrimonio,2020-04,167,Apodaca
Patrimonio,2020-05,150,Apodaca
Patrimonio,2020-06,260,Apodaca
Patrimonio,2020-07,259,Apodaca
Patrimonio,2020-08,253,Apodaca
Patrimonio,2020-09,279,Apodaca
Patrimonio,2020-10,295,Apodaca
Patrimonio,2020-11,239,Apodaca
Patrimonio,2020-12,228,Apodaca
Patrimonio,2021-01,196,Apodaca
Patrimonio,2021-02,217,Apodaca
Patrimonio,2021-03,220,Apodaca
Patrimonio,2021-04,304,Apodaca
Patrimonio,2021-05,204,Apodaca
Patrimonio,2021-06,239,Apodaca
Patrimonio,2021-07,178,Apodaca
Patrimonio,2021-08,238,Apodaca
Patrimonio,2021-09,159,Apodaca
Patrimonio,2021-10,227,Apodaca
Patrimonio,2021-11,304,Apodaca
Patrimonio,2021-12,367,Apodaca
Patrimonio,2022-01,346,Apodaca
Patrimonio,2022-02,213,Apodaca
Patrimonio,2022-03,235,Apodaca
Patrimonio,2022-04,219,Apodaca
Patrimonio,2022-05,218,Apodaca
Patrimonio,2022-06,215,Apodaca
Patrimonio,2022-07,201,Apodaca
Patrimonio,2022-08,261,Apodaca
Patrimonio,2022-09,299,Apodaca
Patrimonio,2022-10,242,Apodaca
Patrimonio,2022-11,259,Apodaca
Patrimonio,2022-12,242,Apodaca
Familia,2015-01,143,Apodaca
Familia,2015-02,188,Apodaca
Familia,2015-03,173,Apodaca
Familia,2015-04,177,Apodaca
Familia,2015-05,264,Apodaca
Familia,2015-06,230,Apodaca
Familia,2015-07,223,Apodaca
Familia,2015-08,235,Apodaca
Familia,2015-09,265,Apodaca
Familia,2015-10,198,Apodaca
Familia,2015-11,168,Apodaca
Familia,2015-12,139,Apodaca
Familia,2016-01,172,Apodaca
Familia,2016-02,183,Apodaca
Familia,2016-03,153,Apodaca
Familia,2016-04,200,Apodaca
Familia,2016-05,209,Apodaca
Familia,2016-06,299,Apodaca
Familia,2016-07,267,Apodaca
Familia,2016-08,235,Apodaca
Familia,2016-09,210,Apodaca
Familia,2016-10,226,Apodaca
Familia,2016-11,181,Apodaca
Familia,2016-12,153,Apodaca
Familia,2017-01,147,Apodaca
Familia,2017-02,204,Apodaca
Familia,2017-03,214,Apodaca
Familia,2017-04,166,Apodaca
Familia,2017-05,199,Apodaca
Familia,2017-06,232,Apodaca
Familia,2017-07,176,Apodaca
Familia,2017-08,198,Apodaca
Familia,2017-09,197,Apodaca
Familia,2017-10,169,Apodaca
Familia,2017-11,211,Apodaca
Familia,2017-12,102,Apodaca
Familia,2018-01,159,Apodaca
Familia,2018-02,131,Apodaca
Familia,2018-03,147,Apodaca
Familia,2018-04,193,Apodaca
Familia,2018-05,222,Apodaca
Familia,2018-06,210,Apodaca
Familia,2018-07,292,Apodaca
Familia,2018-08,197,Apodaca
Familia,2018-09,229,Apodaca
Familia,2018-10,187,Apodaca
Familia,2018-11,180,Apodaca
Familia,2018-12,156,Apodaca
Familia,2019-01,127,Apodaca
Familia,2019-02,135,Apodaca
Familia,2019-03,167,Apodaca
Familia,2019-04,144,Apodaca
Familia,2019-05,222,Apodaca
Familia,2019-06,160,Apodaca
Familia,2019-07,168,Apodaca
Familia,2019-08,174,Apodaca
Familia,2019-09,162,Apodaca
Familia,2019-10,218,Apodaca
Familia,2019-11,158,Apodaca
Familia,2019-12,214,Apodaca
Familia,2020-01,205,Apodaca
Familia,2020-02,153,Apodaca
Familia,2020-03,196,Apodaca
Familia,2020-04,235,Apodaca
Familia,2020-05,220,Apodaca
Familia,2020-06,193,Apodaca
Familia,2020-07,220,Apodaca
Familia,2020-08,260,Apodaca
Familia,2020-09,216,Apodaca
Familia,2020-10,195,Apodaca
Familia,2020-11,171,Apodaca
Familia,2020-12,201,Apodaca
Familia,2021-01,170,Apodaca
Familia,2021-02,191,Apodaca
Familia,2021-03,227,Apodaca
Familia,2021-04,258,Apodaca
Familia,2021-05,257,Apodaca
Familia,2021-06,294,Apodaca
Familia,2021-07,247,Apodaca
Familia,2021-08,235,Apodaca
Familia,2021-09,246,Apodaca
Familia,2021-10,221,Apodaca
Familia,2021-11,231,Apodaca
Familia,2021-12,224,Apodaca
Familia,2022-01,169,Apodaca
Familia,2022-02,145,Apodaca
Familia,2022-03,228,Apodaca
Familia,2022-04,234,Apodaca
Familia,2022-05,284,Apodaca
Familia,2022-06,305,Apodaca
Familia,2022-07,243,Apodaca
Familia,2022-08,323,Apodaca
Familia,2022-09,246,Apodaca
Familia,2022-10,231,Apodaca
Familia,2022-11,193,Apodaca
Familia,2022-12,180,Apodaca
Libertad y Seguridad Sexual,2015-01,10,Apodaca
Libertad y Seguridad Sexual,2015-02,15,Apodaca
Libertad y Seguridad Sexual,2015-03,26,Apodaca
Libertad y Seguridad Sexual,2015-04,17,Apodaca
Libertad y Seguridad Sexual,2015-05,19,Apodaca
Libertad y Seguridad Sexual,2015-06,23,Apodaca
Libertad y Seguridad Sexual,2015-07,16,Apodaca
Libertad y Seguridad Sexual,2015-08,20,Apodaca
Libertad y Seguridad Sexual,2015-09,16,Apodaca
Libertad y Seguridad Sexual,2015-10,11,Apodaca
Libertad y Seguridad Sexual,2015-11,12,Apodaca
Libertad y Seguridad Sexual,2015-12,11,Apodaca
Libertad y Seguridad Sexual,2016-01,20,Apodaca
Libertad y Seguridad Sexual,2016-02,17,Apodaca
Libertad y Seguridad Sexual,2016-03,20,Apodaca
Libertad y Seguridad Sexual,2016-04,18,Apodaca
Libertad y Seguridad Sexual,2016-05,17,Apodaca
Libertad y Seguridad Sexual,2016-06,29,Apodaca
Libertad y Seguridad Sexual,2016-07,20,Apodaca
Libertad y Seguridad Sexual,2016-08,24,Apodaca
Libertad y Seguridad Sexual,2016-09,26,Apodaca
Libertad y Seguridad Sexual,2016-10,14,Apodaca
Libertad y Seguridad Sexual,2016-11,16,Apodaca
Libertad y Seguridad Sexual,2016-12,13,Apodaca
Libertad y Seguridad Sexual,2017-01,14,Apodaca
Libertad y Seguridad Sexual,2017-02,24,Apodaca
Libertad y Seguridad Sexual,2017-03,22,Apodaca
Libertad y Seguridad Sexual,2017-04,8,Apodaca
Libertad y Seguridad Sexual,2017-05,11,Apodaca
Libertad y Seguridad Sexual,2017-06,15,Apodaca
Libertad y Seguridad Sexual,2017-07,15,Apodaca
Libertad y Seguridad Sexual,2017-08,16,Apodaca
Libertad y Seguridad Sexual,2017-09,21,Apodaca
Libertad y Seguridad Sexual,2017-10,23,Apodaca
Libertad y Seguridad Sexual,2017-11,25,Apodaca
Libertad y Seguridad Sexual,2017-12,5,Apodaca
Libertad y Seguridad Sexual,2018-01,23,Apodaca
Libertad y Seguridad Sexual,2018-02,21,Apodaca
Libertad y Seguridad Sexual,2018-03,18,Apodaca
Libertad y Seguridad Sexual,2018-04,27,Apodaca
Libertad y Seguridad Sexual,2018-05,29,Apodaca
Libertad y Seguridad Sexual,2018-06,30,Apodaca
Libertad y Seguridad Sexual,2018-07,44,Apodaca
Libertad y Seguridad Sexual,2018-08,26,Apodaca
Libertad y Seguridad Sexual,2018-09,22,Apodaca
Libertad y Seguridad Sexual,2018-10,23,Apodaca
Libertad y Seguridad Sexual,2018-11,18,Apodaca
Libertad y Seguridad Sexual,2018-12,15,Apodaca
Libertad y Seguridad Sexual,2019-01,18,Apodaca
Libertad y Seguridad Sexual,2019-02,20,Apodaca
Libertad y Seguridad Sexual,2019-03,21,Apodaca
Libertad y Seguridad Sexual,2019-04,26,Apodaca
Libertad y Seguridad Sexual,2019-05,35,Apodaca
Libertad y Seguridad Sexual,2019-06,21,Apodaca
Libertad y Seguridad Sexual,2019-07,23,Apodaca
Libertad y Seguridad Sexual,2019-08,15,Apodaca
Libertad y Seguridad Sexual,2019-09,17,Apodaca
Libertad y Seguridad Sexual,2019-10,32,Apodaca
Libertad y Seguridad Sexual,2019-11,21,Apodaca
Libertad y Seguridad Sexual,2019-12,34,Apodaca
Libertad y Seguridad Sexual,2020-01,21,Apodaca
Libertad y Seguridad Sexual,2020-02,30,Apodaca
Libertad y Seguridad Sexual,2020-03,42,Apodaca
Libertad y Seguridad Sexual,2020-04,17,Apodaca
Libertad y Seguridad Sexual,2020-05,24,Apodaca
Libertad y Seguridad Sexual,2020-06,27,Apodaca
Libertad y Seguridad Sexual,2020-07,29,Apodaca
Libertad y Seguridad Sexual,2020-08,32,Apodaca
Libertad y Seguridad Sexual,2020-09,27,Apodaca
Libertad y Seguridad Sexual,2020-10,39,Apodaca
Libertad y Seguridad Sexual,2020-11,28,Apodaca
Libertad y Seguridad Sexual,2020-12,36,Apodaca
Libertad y Seguridad Sexual,2021-01,16,Apodaca
Libertad y Seguridad Sexual,2021-02,32,Apodaca
Libertad y Seguridad Sexual,2021-03,46,Apodaca
Libertad y Seguridad Sexual,2021-04,37,Apodaca
Libertad y Seguridad Sexual,2021-05,35,Apodaca
Libertad y Seguridad Sexual,2021-06,42,Apodaca
Libertad y Seguridad Sexual,2021-07,37,Apodaca
Libertad y Seguridad Sexual,2021-08,23,Apodaca
Libertad y Seguridad Sexual,2021-09,37,Apodaca
Libertad y Seguridad Sexual,2021-10,27,Apodaca
Libertad y Seguridad Sexual,2021-11,39,Apodaca
Libertad y Seguridad Sexual,2021-12,31,Apodaca
Libertad y Seguridad Sexual,2022-01,31,Apodaca
Libertad y Seguridad Sexual,2022-02,40,Apodaca
Libertad y Seguridad Sexual,2022-03,56,Apodaca
Libertad y Seguridad Sexual,2022-04,36,Apodaca
Libertad y Seguridad Sexual,2022-05,51,Apodaca
Libertad y Seguridad Sexual,2022-06,53,Apodaca
Libertad y Seguridad Sexual,2022-07,37,Apodaca
Libertad y Seguridad Sexual,2022-08,52,Apodaca
Libertad y Seguridad Sexual,2022-09,31,Apodaca
Libertad y Seguridad Sexual,2022-10,42,Apodaca
Libertad y Seguridad Sexual,2022-11,41,Apodaca
Libertad y Seguridad Sexual,2022-12,27,Apodaca
Sociedad,2015-01,1,Apodaca
Sociedad,2015-02,2,Apodaca
Sociedad,2015-03,0,Apodaca
Sociedad,2015-04,0,Apodaca
Sociedad,2015-05,1,Apodaca
Sociedad,2015-06,1,Apodaca
Sociedad,2015-07,1,Apodaca
Sociedad,2015-08,2,Apodaca
Sociedad,2015-09,1,Apodaca
Sociedad,2015-10,2,Apodaca
Sociedad,2015-11,0,Apodaca
Sociedad,2015-12,0,Apodaca
Sociedad,2016-01,0,Apodaca
Sociedad,2016-02,2,Apodaca
Sociedad,2016-03,3,Apodaca
Sociedad,2016-04,0,Apodaca
Sociedad,2016-05,3,Apodaca
Sociedad,2016-06,1,Apodaca
Sociedad,2016-07,2,Apodaca
Sociedad,2016-08,2,Apodaca
Sociedad,2016-09,1,Apodaca
Sociedad,2016-10,2,Apodaca
Sociedad,2016-11,0,Apodaca
Sociedad,2016-12,0,Apodaca
Sociedad,2017-01,2,Apodaca
Sociedad,2017-02,2,Apodaca
Sociedad,2017-03,3,Apodaca
Sociedad,2017-04,0,Apodaca
Sociedad,2017-05,4,Apodaca
Sociedad,2017-06,2,Apodaca
Sociedad,2017-07,0,Apodaca
Sociedad,2017-08,1,Apodaca
Sociedad,2017-09,0,Apodaca
Sociedad,2017-10,1,Apodaca
Sociedad,2017-11,1,Apodaca
Sociedad,2017-12,0,Apodaca
Sociedad,2018-01,2,Apodaca
Sociedad,2018-02,2,Apodaca
Sociedad,2018-03,1,Apodaca
Sociedad,2018-04,1,Apodaca
Sociedad,2018-05,3,Apodaca
Sociedad,2018-06,0,Apodaca
Sociedad,2018-07,3,Apodaca
Sociedad,2018-08,0,Apodaca
Sociedad,2018-09,1,Apodaca
Sociedad,2018-10,0,Apodaca
Sociedad,2018-11,0,Apodaca
Sociedad,2018-12,1,Apodaca
Sociedad,2019-01,3,Apodaca
Sociedad,2019-02,3,Apodaca
Sociedad,2019-03,0,Apodaca
Sociedad,2019-04,3,Apodaca
Sociedad,2019-05,0,Apodaca
Sociedad,2019-06,3,Apodaca
Sociedad,2019-07,1,Apodaca
Sociedad,2019-08,1,Apodaca
Sociedad,2019-09,3,Apodaca
Sociedad,2019-10,1,Apodaca
Sociedad,2019-11,2,Apodaca
Sociedad,2019-12,1,Apodaca
Sociedad,2020-01,0,Apodaca
Sociedad,2020-02,0,Apodaca
Sociedad,2020-03,0,Apodaca
Sociedad,2020-04,0,Apodaca
Sociedad,2020-05,0,Apodaca
Sociedad,2020-06,1,Apodaca
Sociedad,2020-07,0,Apodaca
Sociedad,2020-08,3,Apodaca
Sociedad,2020-09,0,Apodaca
Sociedad,2020-10,6,Apodaca
Sociedad,2020-11,0,Apodaca
Sociedad,2020-12,0,Apodaca
Sociedad,2021-01,1,Apodaca
Sociedad,2021-02,1,Apodaca
Sociedad,2021-03,2,Apodaca
Sociedad,2021-04,3,Apodaca
Sociedad,2021-05,3,Apodaca
Sociedad,2021-06,3,Apodaca
Sociedad,2021-07,5,Apodaca
Sociedad,2021-08,2,Apodaca
Sociedad,2021-09,2,Apodaca
Sociedad,2021-10,2,Apodaca
Sociedad,2021-11,4,Apodaca
Sociedad,2021-12,2,Apodaca
Sociedad,2022-01,3,Apodaca
Sociedad,2022-02,4,Apodaca
Sociedad,2022-03,2,Apodaca
Sociedad,2022-04,2,Apodaca
Sociedad,2022-05,2,Apodaca
Sociedad,2022-06,2,Apodaca
Sociedad,2022-07,3,Apodaca
Sociedad,2022-08,1,Apodaca
Sociedad,2022-09,2,Apodaca
Sociedad,2022-10,1,Apodaca
Sociedad,2022-11,3,Apodaca
Sociedad,2022-12,1,Apodaca
Vida e Integridad Corporal,2015-01,51,Apodaca
Vida e Integridad Corporal,2015-02,62,Apodaca
Vida e Integridad Corporal,2015-03,64,Apodaca
Vida e Integridad Corporal,2015-04,72,Apodaca
Vida e Integridad Corporal,2015-05,74,Apodaca
Vida e Integridad Corporal,2015-06,86,Apodaca
Vida e Integridad Corporal,2015-07,84,Apodaca
Vida e Integridad Corporal,2015-08,72,Apodaca
Vida e Integridad Corporal,2015-09,66,Apodaca
Vida e Integridad Corporal,2015-10,77,Apodaca
Vida e Integridad Corporal,2015-11,51,Apodaca
Vida e Integridad Corporal,2015-12,52,Apodaca
Vida e Integridad Corporal,2016-01,54,Apodaca
Vida e Integridad Corporal,2016-02,50,Apodaca
Vida e Integridad Corporal,2016-03,65,Apodaca
Vida e Integridad Corporal,2016-04,58,Apodaca
Vida e Integridad Corporal,2016-05,62,Apodaca
Vida e Integridad Corporal,2016-06,83,Apodaca
Vida e Integridad Corporal,2016-07,77,Apodaca
Vida e Integridad Corporal,2016-08,69,Apodaca
Vida e Integridad Corporal,2016-09,61,Apodaca
Vida e Integridad Corporal,2016-10,70,Apodaca
Vida e Integridad Corporal,2016-11,78,Apodaca
Vida e Integridad Corporal,2016-12,61,Apodaca
Vida e Integridad Corporal,2017-01,47,Apodaca
Vida e Integridad Corporal,2017-02,74,Apodaca
Vida e Integridad Corporal,2017-03,83,Apodaca
Vida e Integridad Corporal,2017-04,94,Apodaca
Vida e Integridad Corporal,2017-05,65,Apodaca
Vida e Integridad Corporal,2017-06,94,Apodaca
Vida e Integridad Corporal,2017-07,85,Apodaca
Vida e Integridad Corporal,2017-08,89,Apodaca
Vida e Integridad Corporal,2017-09,60,Apodaca
Vida e Integridad Corporal,2017-10,70,Apodaca
Vida e Integridad Corporal,2017-11,85,Apodaca
Vida e Integridad Corporal,2017-12,71,Apodaca
Vida e Integridad Corporal,2018-01,59,Apodaca
Vida e Integridad Corporal,2018-02,46,Apodaca
Vida e Integridad Corporal,2018-03,53,Apodaca
Vida e Integridad Corporal,2018-04,47,Apodaca
Vida e Integridad Corporal,2018-05,66,Apodaca
Vida e Integridad Corporal,2018-06,69,Apodaca
Vida e Integridad Corporal,2018-07,69,Apodaca
Vida e Integridad Corporal,2018-08,53,Apodaca
Vida e Integridad Corporal,2018-09,56,Apodaca
Vida e Integridad Corporal,2018-10,71,Apodaca
Vida e Integridad Corporal,2018-11,62,Apodaca
Vida e Integridad Corporal,2018-12,99,Apodaca
Vida e Integridad Corporal,2019-01,75,Apodaca
Vida e Integridad Corporal,2019-02,57,Apodaca
Vida e Integridad Corporal,2019-03,44,Apodaca
Vida e Integridad Corporal,2019-04,78,Apodaca
Vida e Integridad Corporal,2019-05,68,Apodaca
Vida e Integridad Corporal,2019-06,72,Apodaca
Vida e Integridad Corporal,2019-07,61,Apodaca
Vida e Integridad Corporal,2019-08,64,Apodaca
Vida e Integridad Corporal,2019-09,34,Apodaca
Vida e Integridad Corporal,2019-10,40,Apodaca
Vida e Integridad Corporal,2019-11,30,Apodaca
Vida e Integridad Corporal,2019-12,32,Apodaca
Vida e Integridad Corporal,2020-01,44,Apodaca
Vida e Integridad Corporal,2020-02,77,Apodaca
Vida e Integridad Corporal,2020-03,36,Apodaca
Vida e Integridad Corporal,2020-04,27,Apodaca
Vida e Integridad Corporal,2020-05,26,Apodaca
Vida e Integridad Corporal,2020-06,37,Apodaca
Vida e Integridad Corporal,2020-07,41,Apodaca
Vida e Integridad Corporal,2020-08,78,Apodaca
Vida e Integridad Corporal,2020-09,67,Apodaca
Vida e Integridad Corporal,2020-10,76,Apodaca
Vida e Integridad Corporal,2020-11,55,Apodaca
Vida e Integridad Corporal,2020-12,34,Apodaca
Vida e Integridad Corporal,2021-01,35,Apodaca
Vida e Integridad Corporal,2021-02,78,Apodaca
Vida e Integridad Corporal,2021-03,59,Apodaca
Vida e Integridad Corporal,2021-04,84,Apodaca
Vida e Integridad Corporal,2021-05,46,Apodaca
Vida e Integridad Corporal,2021-06,68,Apodaca
Vida e Integridad Corporal,2021-07,52,Apodaca
Vida e Integridad Corporal,2021-08,71,Apodaca
Vida e Integridad Corporal,2021-09,76,Apodaca
Vida e Integridad Corporal,2021-10,73,Apodaca
Vida e Integridad Corporal,2021-11,82,Apodaca
Vida e Integridad Corporal,2021-12,77,Apodaca
Vida e Integridad Corporal,2022-01,67,Apodaca
Vida e Integridad Corporal,2022-02,46,Apodaca
Vida e Integridad Corporal,2022-03,74,Apodaca
Vida e Integridad Corporal,2022-04,50,Apodaca
Vida e Integridad Corporal,2022-05,73,Apodaca
Vida e Integridad Corporal,2022-06,61,Apodaca
Vida e Integridad Corporal,2022-07,64,Apodaca
Vida e Integridad Corporal,2022-08,61,Apodaca
Vida e Integridad Corporal,2022-09,75,Apodaca
Vida e Integridad Corporal,2022-10,67,Apodaca
Vida e Integridad Corporal,2022-11,42,Apodaca
Vida e Integridad Corporal,2022-12,60,Apodaca
Libertad Personal,2015-01,18,Apodaca
Libertad Personal,2015-02,15,Apodaca
Libertad Personal,2015-03,24,Apodaca
Libertad Personal,2015-04,23,Apodaca
Libertad Personal,2015-05,18,Apodaca
Libertad Personal,2015-06,22,Apodaca
Libertad Personal,2015-07,23,Apodaca
Libertad Personal,2015-08,29,Apodaca
Libertad Personal,2015-09,19,Apodaca
Libertad Personal,2015-10,23,Apodaca
Libertad Personal,2015-11,18,Apodaca
Libertad Personal,2015-12,12,Apodaca
Libertad Personal,2016-01,25,Apodaca
Libertad Personal,2016-02,17,Apodaca
Libertad Personal,2016-03,26,Apodaca
Libertad Personal,2016-04,20,Apodaca
Libertad Personal,2016-05,17,Apodaca
Libertad Personal,2016-06,39,Apodaca
Libertad Personal,2016-07,38,Apodaca
Libertad Personal,2016-08,28,Apodaca
Libertad Personal,2016-09,26,Apodaca
Libertad Personal,2016-10,25,Apodaca
Libertad Personal,2016-11,20,Apodaca
Libertad Personal,2016-12,22,Apodaca
Libertad Personal,2017-01,21,Apodaca
Libertad Personal,2017-02,15,Apodaca
Libertad Personal,2017-03,20,Apodaca
Libertad Personal,2017-04,20,Apodaca
Libertad Personal,2017-05,23,Apodaca
Libertad Personal,2017-06,10,Apodaca
Libertad Personal,2017-07,18,Apodaca
Libertad Personal,2017-08,26,Apodaca
Libertad Personal,2017-09,28,Apodaca
Libertad Personal,2017-10,27,Apodaca
Libertad Personal,2017-11,30,Apodaca
Libertad Personal,2017-12,16,Apodaca
Libertad Personal,2018-01,22,Apodaca
Libertad Personal,2018-02,17,Apodaca
Libertad Personal,2018-03,18,Apodaca
Libertad Personal,2018-04,21,Apodaca
Libertad Personal,2018-05,18,Apodaca
Libertad Personal,2018-06,15,Apodaca
Libertad Personal,2018-07,36,Apodaca
Libertad Personal,2018-08,26,Apodaca
Libertad Personal,2018-09,25,Apodaca
Libertad Personal,2018-10,27,Apodaca
Libertad Personal,2018-11,23,Apodaca
Libertad Personal,2018-12,16,Apodaca
Libertad Personal,2019-01,19,Apodaca
Libertad Personal,2019-02,13,Apodaca
Libertad Personal,2019-03,13,Apodaca
Libertad Personal,2019-04,14,Apodaca
Libertad Personal,2019-05,18,Apodaca
Libertad Personal,2019-06,14,Apodaca
Libertad Personal,2019-07,18,Apodaca
Libertad Personal,2019-08,19,Apodaca
Libertad Personal,2019-09,14,Apodaca
Libertad Personal,2019-10,16,Apodaca
Libertad Personal,2019-11,18,Apodaca
Libertad Personal,2019-12,22,Apodaca
Libertad Personal,2020-01,15,Apodaca
Libertad Personal,2020-02,15,Apodaca
Libertad Personal,2020-03,9,Apodaca
Libertad Personal,2020-04,13,Apodaca
Libertad Personal,2020-05,20,Apodaca
Libertad Personal,2020-06,16,Apodaca
Libertad Personal,2020-07,16,Apodaca
Libertad Personal,2020-08,19,Apodaca
Libertad Personal,2020-09,17,Apodaca
Libertad Personal,2020-10,28,Apodaca
Libertad Personal,2020-11,12,Apodaca
Libertad Personal,2020-12,22,Apodaca
Libertad Personal,2021-01,12,Apodaca
Libertad Personal,2021-02,17,Apodaca
Libertad Personal,2021-03,13,Apodaca
Libertad Personal,2021-04,18,Apodaca
Libertad Personal,2021-05,15,Apodaca
Libertad Personal,2021-06,12,Apodaca
Libertad Personal,2021-07,23,Apodaca
Libertad Personal,2021-08,15,Apodaca
Libertad Personal,2021-09,28,Apodaca
Libertad Personal,2021-10,25,Apodaca
Libertad Personal,2021-11,20,Apodaca
Libertad Personal,2021-12,22,Apodaca
Libertad Personal,2022-01,19,Apodaca
Libertad Personal,2022-02,18,Apodaca
Libertad Personal,2022-03,14,Apodaca
Libertad Personal,2022-04,18,Apodaca
Libertad Personal,2022-05,19,Apodaca
Libertad Personal,2022-06,26,Apodaca
Libertad Personal,2022-07,22,Apodaca
Libertad Personal,2022-08,26,Apodaca
Libertad Personal,2022-09,17,Apodaca
Libertad Personal,2022-10,15,Apodaca
Libertad Personal,2022-11,25,Apodaca
Libertad Personal,2022-12,16,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-01,59,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-02,63,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-03,55,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-04,78,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-05,102,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-06,96,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-07,66,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-08,55,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-09,89,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-10,70,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-11,65,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2015-12,42,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-01,59,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-02,71,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-03,86,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-04,71,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-05,72,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-06,78,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-07,50,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-08,87,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-09,82,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-10,116,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-11,76,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2016-12,81,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-01,58,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-02,129,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-03,90,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-04,82,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-05,122,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-06,121,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-07,108,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-08,128,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-09,93,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-10,96,Apodaca
Otros Bienes Jurídicos Afectados (Del Fuero Común),2017-11,123,Apodaca
